request,category,action,confidence,capabilities
"fix slow response on prod-web-01",troubleshooting,diagnose_issue,0.92,"system_monitoring|log_analysis|process_monitoring|network_testing"
"describe load balancer",information,calculate,0.81,"system_info"
"check health of database",monitoring,view_logs,0.97,"log_analysis|system_info"
"display contents of /etc/passwd",information,compute,0.87,"system_info|infrastructure_info"
"find asset by IP address",asset_management,get_credentials,0.9,"credential_access|secret_retrieval"
"monitor performance of prod-web-01",monitoring,check_health,0.87,"system_monitoring|service_management"
"query assets in datacenter-1",asset_management,list_servers,0.91,"asset_management|resource_listing|asset_query"
"get CPU metrics for db-server",monitoring,check_alerts,0.95,"system_monitoring|log_analysis"
"fix disk space on server1",troubleshooting,diagnose_issue,0.95,"system_monitoring|log_analysis|process_monitoring"
"how do I monitor CPU",information,explain_concept,0.95,"system_info"
"check status of mysql",monitoring,view_logs,0.9,"log_analysis|system_info"
"analyze logs for 404 error",troubleshooting,debug_application,0.87,"process_monitoring|log_analysis|system_monitoring"
"calculate CPU usage",information,explain_concept,0.93,"system_info"
"check status of nginx",monitoring,check_status,0.88,"system_monitoring|service_management|log_analysis"
"update production settings",configuration,change_settings,0.96,"system_info|service_management|disk_management"
"read /var/log/nginx/access.log",information,show_examples,0.95,"system_info"
"analyze logs for out of memory",troubleshooting,diagnose_performance,0.87,"system_monitoring|memory_monitoring|process_monitoring|network_testing"
"search for web-server",asset_management,search_assets,0.85,"asset_management|asset_query"
"configure redis on 192.168.1.100",configuration,update_config,0.92,"system_info|service_management"
"run backup.sh on server1",automation,restart_service,0.96,"service_management|system_monitoring|system_info"
"update security settings for nginx",configuration,configure_service,0.91,"service_management|system_info"
"set permissions for /home/user",configuration,update_config,0.96,"system_info|service_management"
"get CPU metrics for server1",monitoring,monitor_performance,0.81,"system_monitoring|memory_monitoring|process_monitoring"
"how do I restart a service",information,explain_concept,0.86,"system_info"
"update security settings for postgresql",configuration,update_config,0.81,"system_info|service_management"
"run cleanup.py on prod-web-01",automation,stop_service,0.95,"service_management|system_monitoring"
"restart mysql service",automation,backup_data,0.95,"disk_management|system_info"
"restore /home/user from /snapshots/latest",automation,restart_service,0.8,"service_management|system_monitoring"
"what is the status of service",information,describe_system,0.8,"system_info|infrastructure_info"
"configure redis on 192.168.1.100",configuration,configure_service,0.87,"service_management|system_info"
"view logs for ssh",monitoring,check_alerts,0.86,"system_monitoring|log_analysis"
"update redis configuration",configuration,update_environment,0.97,"system_info|service_management|disk_management"
"list available credentials",asset_management,list_servers,0.89,"asset_management|resource_listing|asset_query"
"run cleanup.py on 192.168.1.100",automation,stop_service,0.76,"service_management|system_monitoring"
"update security settings for postgresql",configuration,update_security,0.96,"system_info|service_management"
"display contents of /etc/hostname",information,get_status_info,0.89,"system_info|system_monitoring"
"debug service performance",troubleshooting,investigate_error,0.9,"log_analysis|system_monitoring|process_monitoring"
"count active servers",asset_management,list_servers,0.96,"asset_management|resource_listing"
"what is the status of database",information,calculate,0.9,"system_info|infrastructure_info"
"get asset db-prod-01",asset_management,asset_count,0.95,"asset_management|asset_query|resource_listing"
"search for db-primary",asset_management,asset_count,0.89,"asset_management|asset_query"
"restore /var/log from /backup/daily",automation,backup_data,0.81,"disk_management|system_info|service_management"
"backup /var/www to /backup",automation,restore_data,0.83,"disk_management|system_info|process_management"
"investigate 404 error in web app",troubleshooting,diagnose_performance,0.78,"system_monitoring|memory_monitoring|process_monitoring"
"get CPU metrics for web-01",monitoring,check_alerts,0.82,"system_monitoring|log_analysis|memory_monitoring"
"stop postgresql",automation,backup_data,0.84,"disk_management|system_info"
"get CPU metrics for web-01",monitoring,view_dashboard,0.76,"system_monitoring|api_query"
"how do I monitor CPU",information,get_status_info,0.87,"system_info|system_monitoring"
"search for db-primary",asset_management,list_assets,0.95,"asset_management|resource_listing"
"search for db-primary",asset_management,search_assets,0.92,"asset_management|asset_query"
"set permissions for /etc/nginx",configuration,configure_service,0.85,"service_management|system_info"
"start redis on db-server",automation,start_service,0.8,"service_management|system_monitoring"
"modify timeout in mysql",configuration,change_settings,0.87,"system_info|service_management"
"configure ssh on web-01",configuration,update_config,0.92,"system_info|service_management|disk_management"
"update staging settings",configuration,update_environment,0.9,"system_info|service_management|disk_management"
"get status report",information,calculate,0.84,"system_info|resource_listing"
"show dashboard for mysql",monitoring,check_status,0.93,"system_monitoring|service_management"
"list available credentials",asset_management,list_assets,0.85,"asset_management|resource_listing"
"investigate permission denied in API",troubleshooting,check_connectivity,0.78,"network_testing|network_monitoring"
"describe database cluster",information,get_help,0.89,"system_info"
"show dashboard for docker",monitoring,check_alerts,0.92,"system_monitoring|log_analysis"
"run cleanup.py on prod-web-01",automation,backup_data,0.85,"disk_management|system_info"
"list available containers",information,describe_system,0.94,"system_info|infrastructure_info"
"debug database performance",troubleshooting,analyze_logs,0.78,"log_analysis|text_search"
"investigate 404 error in web app",troubleshooting,check_connectivity,0.93,"network_testing|network_monitoring"
"run backup.sh on 192.168.1.100",automation,run_script,0.83,"system_info|process_management|service_management"
"display contents of /proc/cpuinfo",information,answer_question,0.96,"system_info"
"check alerts for production",monitoring,view_logs,0.83,"log_analysis|system_info"
"get CPU metrics for 192.168.1.100",monitoring,check_health,0.83,"system_monitoring|service_management|process_monitoring"
"set permissions for /etc/nginx",configuration,set_permissions,0.85,"system_info|disk_management"
"search for db-primary",asset_management,get_asset_info,0.91,"asset_management|asset_query"
"emergency shutdown of apache",automation,restart_service,0.91,"service_management|system_monitoring"
"update nginx configuration",configuration,set_permissions,0.83,"system_info|disk_management|service_management"
"update security settings for nginx",configuration,set_permissions,0.85,"system_info|disk_management"
"check health of service",monitoring,monitor_performance,0.9,"system_monitoring|memory_monitoring|process_monitoring"
"list all servers",asset_management,find_asset,0.97,"asset_management|asset_query|resource_listing"
"explain SSL certificates",information,describe_system,0.92,"system_info|infrastructure_info|resource_listing"
"execute ps aux",automation,deploy_application,0.94,"service_management|disk_management|system_monitoring|process_management"
"check alerts for test",monitoring,check_health,0.82,"system_monitoring|service_management"
"check connectivity to 192.168.1.100",troubleshooting,fix_problem,0.84,"service_management|system_info|process_management"
"diagnose postgresql issue",troubleshooting,diagnose_issue,0.97,"system_monitoring|log_analysis|process_monitoring|network_testing"
"check status of redis",monitoring,check_health,0.97,"system_monitoring|service_management"
"get CPU metrics for db-server",monitoring,check_status,0.77,"system_monitoring|service_management"
"update security settings for mysql",configuration,set_permissions,0.79,"system_info|disk_management|service_management"
"deploy webapp to test",automation,restore_data,0.94,"disk_management|system_info"
"diagnose performance issues on server1",troubleshooting,diagnose_performance,0.79,"system_monitoring|memory_monitoring|process_monitoring|network_testing"
"find asset by service type",asset_management,asset_discovery,0.87,"asset_management|network_info"
"list hosts in staging",asset_management,asset_count,0.84,"asset_management|asset_query"
"debug web app performance",troubleshooting,diagnose_performance,0.93,"system_monitoring|memory_monitoring|process_monitoring|log_analysis"
"emergency shutdown of nginx",automation,run_script,0.8,"system_info|process_management"
"query assets in on-premises",asset_management,list_servers,0.86,"asset_management|resource_listing|asset_query"
"deploy webapp to development",automation,start_service,0.76,"service_management|system_monitoring"
"monitor performance of server1",monitoring,check_health,0.92,"system_monitoring|service_management"
"view logs for redis",monitoring,check_health,0.82,"system_monitoring|service_management"
"diagnose performance issues on prod-web-01",troubleshooting,diagnose_performance,0.78,"system_monitoring|memory_monitoring|process_monitoring"
"list hosts in test",asset_management,count_assets,0.84,"asset_management|asset_query|resource_listing"
"set permissions for /etc/nginx",configuration,update_environment,0.81,"system_info|service_management"
"start mysql on server1",automation,backup_data,0.87,"disk_management|system_info"
"update security settings for postgresql",configuration,update_environment,0.86,"system_info|service_management|disk_management"
"show examples of curl commands",information,calculate,0.86,"system_info|infrastructure_info"
"emergency shutdown of docker",automation,run_script,0.88,"system_info|process_management|disk_management"
"analyze logs for permission denied",troubleshooting,diagnose_issue,0.8,"system_monitoring|log_analysis|process_monitoring"
"check status of docker",monitoring,check_alerts,0.78,"system_monitoring|log_analysis|disk_monitoring"
"get configuration",information,list_resources,0.97,"resource_listing|system_info|infrastructure_info"
"analyze logs for 404 error",troubleshooting,debug_application,0.95,"process_monitoring|log_analysis|system_monitoring|network_testing"
"update mysql configuration",configuration,modify_parameters,0.86,"system_info|service_management|disk_management"
"list available services",information,show_documentation,0.85,"system_info"
"discover assets in 10.0.0.0/16",asset_management,find_asset,0.9,"asset_management|asset_query"
"diagnose docker issue",troubleshooting,investigate_error,0.96,"log_analysis|system_monitoring"
"modify max_connections in postgresql",configuration,set_permissions,0.82,"system_info|disk_management"
"show documentation for docker",information,calculate,0.91,"system_info|resource_listing"
"monitor performance of 192.168.1.100",monitoring,check_status,0.87,"system_monitoring|service_management"
"debug database performance",troubleshooting,diagnose_performance,0.84,"system_monitoring|memory_monitoring|process_monitoring"
"update staging settings",configuration,set_permissions,0.96,"system_info|disk_management"
"what is the status of database",information,list_resources,0.9,"resource_listing|system_info"
"deploy webapp to production",automation,restore_data,0.87,"disk_management|system_info|service_management"
"emergency shutdown of mysql",automation,emergency_response,0.93,"service_management|system_monitoring|process_management"
"set permissions for /home/user",configuration,modify_parameters,0.88,"system_info|service_management|disk_management"
"monitor performance of web-01",monitoring,check_alerts,0.89,"system_monitoring|log_analysis"
"set permissions for /var/www",configuration,configure_service,0.75,"service_management|system_info"
"view logs for postgresql",monitoring,view_dashboard,0.89,"system_monitoring|api_query"
"change max_connections to 512MB",configuration,update_security,0.77,"system_info|service_management"
"check health of web app",monitoring,view_logs,0.93,"log_analysis|system_info|process_monitoring"
"set permissions for /var/www",configuration,update_config,0.85,"system_info|service_management"
"how do I check logs",information,math,0.97,"system_info|infrastructure_info"
"show network config",information,provide_information,0.93,"system_info|infrastructure_info|resource_listing"
"backup /etc/nginx to /archive",automation,restore_data,0.91,"disk_management|system_info"
"find asset by IP address",asset_management,get_asset,0.88,"asset_management|asset_query"
"fix connection issue on 192.168.1.100",troubleshooting,diagnose_issue,0.81,"system_monitoring|log_analysis|process_monitoring"
"list available services",information,explain_concept,0.85,"system_info"
"deploy api to production",automation,execute_command,0.88,"system_info|process_management|service_management"
"check health of database",monitoring,view_logs,0.81,"log_analysis|system_info"
"update production settings",configuration,modify_parameters,0.9,"system_info|service_management"
"change max_connections to 8080",configuration,update_security,0.83,"system_info|service_management|disk_management"
"restore /etc/nginx from /snapshots/latest",automation,start_service,0.77,"service_management|system_monitoring"
"get information about load balancer",asset_management,search_assets,0.76,"asset_management|asset_query|network_info"
"execute systemctl status",automation,restore_data,0.78,"disk_management|system_info"
"investigate connection timeout in database",troubleshooting,analyze_logs,0.81,"log_analysis|text_search"
"analyze logs for out of memory",troubleshooting,check_connectivity,0.84,"network_testing|network_monitoring"
"execute systemctl status",automation,restart_service,0.94,"service_management|system_monitoring"
"set permissions for /var/www",configuration,update_security,0.8,"system_info|service_management"
"check health of database",monitoring,get_metrics,0.94,"system_monitoring|memory_monitoring|disk_monitoring"
"investigate out of memory in API",troubleshooting,analyze_logs,0.83,"log_analysis|text_search"
"set permissions for /etc/nginx",configuration,set_permissions,0.93,"system_info|disk_management"
"deploy microservice to staging",automation,execute_command,0.96,"system_info|process_management"
"update ssh configuration",configuration,update_environment,0.8,"system_info|service_management|disk_management"
"get CPU metrics for 192.168.1.100",monitoring,monitor_performance,0.84,"system_monitoring|memory_monitoring|process_monitoring|log_analysis"
"debug service performance",troubleshooting,diagnose_performance,0.81,"system_monitoring|memory_monitoring|process_monitoring|log_analysis"
"change port to 8080",configuration,change_settings,0.76,"system_info|service_management"
"list all servers",asset_management,list_servers,0.86,"asset_management|resource_listing"
"update production settings",configuration,update_config,0.76,"system_info|service_management"
"fix memory leak on db-server",troubleshooting,diagnose_issue,0.87,"system_monitoring|log_analysis|process_monitoring"
"investigate connection timeout in service",troubleshooting,diagnose_performance,0.94,"system_monitoring|memory_monitoring|process_monitoring"
"change timeout to 30s",configuration,change_settings,0.88,"system_info|service_management"
"update staging settings",configuration,change_settings,0.77,"system_info|service_management"
"stop redis",automation,deploy_application,0.81,"service_management|disk_management|system_monitoring"
"monitor performance of server1",monitoring,check_status,0.82,"system_monitoring|service_management|disk_monitoring"
"check connectivity to db-server",troubleshooting,diagnose_issue,0.89,"system_monitoring|log_analysis|process_monitoring|network_testing"
"discover assets in production network",asset_management,query_assets,0.94,"asset_management|asset_query"
"discover assets in 10.0.0.0/16",asset_management,query_assets,0.81,"asset_management|asset_query"
"view logs for docker",monitoring,view_logs,0.76,"log_analysis|system_info"
"change memory_limit to 8080",configuration,configure_service,0.91,"service_management|system_info|disk_management"
"monitor performance of 192.168.1.100",monitoring,check_health,0.94,"system_monitoring|service_management|disk_monitoring"
"stop postgresql",automation,stop_service,0.89,"service_management|system_monitoring"
"stop docker",automation,backup_data,0.79,"disk_management|system_info"
"update docker configuration",configuration,modify_parameters,0.75,"system_info|service_management"
"diagnose nginx issue",troubleshooting,analyze_logs,0.95,"log_analysis|text_search"
"configure postgresql on server1",configuration,modify_parameters,0.96,"system_info|service_management"
"get CPU metrics for web-01",monitoring,check_health,0.97,"system_monitoring|service_management"
"monitor performance of server1",monitoring,check_status,0.85,"system_monitoring|service_management"
"read /etc/hostname",information,compute,0.76,"system_info"
"investigate out of memory in service",troubleshooting,analyze_logs,0.87,"log_analysis|text_search"
"list hosts in production",asset_management,search_assets,0.92,"asset_management|asset_query|resource_listing"
"search for web-server",asset_management,get_asset_info,0.96,"asset_management|asset_query"
"execute df -h",automation,execute_command,0.91,"system_info|process_management"
"discover assets in 10.0.0.0/16",asset_management,list_hosts,0.86,"asset_management|resource_listing"
"stop ssh",automation,backup_data,0.83,"disk_management|system_info"
"fix slow response on server1",troubleshooting,debug_application,0.95,"process_monitoring|log_analysis|system_monitoring"
"investigate out of memory in web app",troubleshooting,debug_application,0.88,"process_monitoring|log_analysis|system_monitoring"
"show dashboard for nginx",monitoring,monitor_performance,0.91,"system_monitoring|memory_monitoring|process_monitoring"
"stop docker",automation,emergency_response,0.98,"service_management|system_monitoring|process_management"
"get CPU metrics for web-01",monitoring,get_metrics,0.97,"system_monitoring|memory_monitoring|disk_monitoring"
"investigate permission denied in database",troubleshooting,investigate_error,0.98,"log_analysis|system_monitoring"
"emergency shutdown of mysql",automation,restore_data,0.93,"disk_management|system_info|process_management"
"start redis on prod-web-01",automation,restart_service,0.93,"service_management|system_monitoring"
"get CPU metrics for server1",monitoring,check_status,0.84,"system_monitoring|service_management"
"change max_connections to 100",configuration,configure_service,0.86,"service_management|system_info"
"get asset server-001",asset_management,list_assets,0.91,"asset_management|resource_listing"
"discover assets in production network",asset_management,list_hosts,0.9,"asset_management|resource_listing"
"run backup.sh on prod-web-01",automation,stop_service,0.83,"service_management|system_monitoring"
"get CPU metrics for prod-web-01",monitoring,check_status,0.94,"system_monitoring|service_management"
"count active servers",asset_management,search_assets,0.85,"asset_management|asset_query"
"describe load balancer",information,explain_concept,0.89,"system_info|infrastructure_info"
"show documentation for nginx",information,show_examples,0.96,"system_info"
"configure nginx on db-server",configuration,configure_service,0.87,"service_management|system_info"
"set permissions for /etc/nginx",configuration,modify_parameters,0.83,"system_info|service_management|disk_management"
"calculate CPU usage",information,describe_system,0.87,"system_info|infrastructure_info"
"get CPU metrics for web-01",monitoring,monitor_performance,0.86,"system_monitoring|memory_monitoring|process_monitoring"
"check connectivity to prod-web-01",troubleshooting,debug_application,0.84,"process_monitoring|log_analysis|system_monitoring|network_testing"
"diagnose performance issues on web-01",troubleshooting,investigate_error,0.88,"log_analysis|system_monitoring|process_monitoring"
"restore /var/log from /snapshots/latest",automation,restart_service,0.76,"service_management|system_monitoring|disk_management"
"show process list",information,list_resources,0.86,"resource_listing|system_info"
"analyze logs for connection timeout",troubleshooting,fix_problem,0.88,"service_management|system_info|process_management"
"modify timeout in redis",configuration,set_permissions,0.84,"system_info|disk_management|service_management"
"restore /var/www from /backup/daily",automation,emergency_response,0.87,"service_management|system_monitoring|process_management|disk_management"
"restart docker service",automation,restore_data,0.88,"disk_management|system_info|service_management"
"stop postgresql",automation,start_service,0.87,"service_management|system_monitoring"
"change port to 30s",configuration,change_settings,0.8,"system_info|service_management|disk_management"
"restore /var/log from /snapshots/latest",automation,backup_data,0.79,"disk_management|system_info"
"explain firewall rules",information,calculate,0.89,"system_info"
"get asset server-001",asset_management,get_credentials,0.81,"credential_access|secret_retrieval|resource_listing"
"get asset web-staging-02",asset_management,asset_count,0.78,"asset_management|asset_query"
"count active servers",asset_management,get_credentials,0.95,"credential_access|secret_retrieval"
"diagnose redis issue",troubleshooting,analyze_logs,0.79,"log_analysis|text_search"
"update development settings",configuration,change_settings,0.76,"system_info|service_management"
"debug API performance",troubleshooting,fix_problem,0.98,"service_management|system_info|process_management|log_analysis"
"configure redis on server1",configuration,modify_parameters,0.81,"system_info|service_management"
"deploy webapp to test",automation,deploy_application,0.79,"service_management|disk_management|system_monitoring|process_management"
"check status of apache",monitoring,monitor_performance,0.9,"system_monitoring|memory_monitoring|process_monitoring"
"display contents of /proc/cpuinfo",information,calculate,0.89,"system_info"
"monitor performance of 192.168.1.100",monitoring,check_health,0.96,"system_monitoring|service_management"
"debug database performance",troubleshooting,analyze_logs,0.8,"log_analysis|text_search"
"query assets in AWS us-east-1",asset_management,search_assets,0.76,"asset_management|asset_query|network_info"
"diagnose performance issues on 192.168.1.100",troubleshooting,check_connectivity,0.85,"network_testing|network_monitoring"
"view logs for mysql",monitoring,monitor_performance,0.89,"system_monitoring|memory_monitoring|process_monitoring"
"describe load balancer",information,answer_question,0.88,"system_info|infrastructure_info"
"configure apache on web-01",configuration,change_settings,0.97,"system_info|service_management"
"read /var/log/nginx/access.log",information,list_resources,0.86,"resource_listing|system_info"
"calculate disk space",information,answer_question,0.78,"system_info"
"list hosts in staging",asset_management,asset_discovery,0.9,"asset_management|network_info"
"fix disk space on server1",troubleshooting,investigate_error,0.82,"log_analysis|system_monitoring|process_monitoring"
"fix slow response on server1",troubleshooting,analyze_logs,0.78,"log_analysis|text_search"
"execute df -h",automation,start_service,0.86,"service_management|system_monitoring"
"show dashboard for docker",monitoring,monitor_performance,0.91,"system_monitoring|memory_monitoring|process_monitoring"
"list hosts in test",asset_management,search_assets,0.81,"asset_management|asset_query"
"check status of docker",monitoring,view_logs,0.77,"log_analysis|system_info"
"fix memory leak on 192.168.1.100",troubleshooting,diagnose_issue,0.86,"system_monitoring|log_analysis|process_monitoring"
"configure nginx on 192.168.1.100",configuration,set_permissions,0.92,"system_info|disk_management"
"view logs for mysql",monitoring,get_metrics,0.92,"system_monitoring|memory_monitoring|disk_monitoring"
"show process list",information,get_status_info,0.9,"system_info|system_monitoring"
"find asset by service type",asset_management,asset_discovery,0.81,"asset_management|network_info|resource_listing"
"get asset db-prod-01",asset_management,search_assets,0.91,"asset_management|asset_query"
"get configuration",information,math,0.78,"system_info"
"update staging settings",configuration,configure_service,0.89,"service_management|system_info|disk_management"
"update test settings",configuration,set_permissions,0.8,"system_info|disk_management"
"update docker configuration",configuration,set_permissions,0.85,"system_info|disk_management|service_management"
"modify buffer_size in ssh",configuration,update_security,0.78,"system_info|service_management"
"list hosts in staging",asset_management,list_assets,0.91,"asset_management|resource_listing|asset_query"
"diagnose performance issues on prod-web-01",troubleshooting,diagnose_issue,0.76,"system_monitoring|log_analysis|process_monitoring"
"check status of apache",monitoring,view_logs,0.84,"log_analysis|system_info"
"diagnose performance issues on web-01",troubleshooting,investigate_error,0.87,"log_analysis|system_monitoring"
"get information about server",asset_management,query_assets,0.83,"asset_management|asset_query|resource_listing"
"get information about database",asset_management,list_credentials,0.79,"credential_access|secret_retrieval"
"change memory_limit to 8080",configuration,change_settings,0.93,"system_info|service_management|disk_management"
"find asset by IP address",asset_management,asset_discovery,0.8,"asset_management|network_info|asset_query"
"monitor performance of 192.168.1.100",monitoring,monitor_performance,0.86,"system_monitoring|memory_monitoring|process_monitoring"
"stop redis",automation,restore_data,0.89,"disk_management|system_info|service_management"
"get server list",information,show_documentation,0.85,"system_info"
"get information about server",asset_management,list_credentials,0.83,"credential_access|secret_retrieval"
"display contents of /etc/passwd",information,get_status_info,0.8,"system_info|system_monitoring|infrastructure_info"
"calculate CPU usage",information,get_status_info,0.88,"system_info|system_monitoring"
"restart mysql service",automation,backup_data,0.92,"disk_management|system_info"
"backup /var/www to /archive",automation,execute_command,0.79,"system_info|process_management|service_management"
"get status report",information,answer_question,0.85,"system_info|resource_listing"
"count active servers",asset_management,query_assets,0.92,"asset_management|asset_query"
"modify max_connections in docker",configuration,change_settings,0.88,"system_info|service_management"
"view logs for postgresql",monitoring,view_dashboard,0.91,"system_monitoring|api_query"
"modify max_connections in apache",configuration,modify_parameters,0.86,"system_info|service_management"
"check connectivity to db-server",troubleshooting,investigate_error,0.97,"log_analysis|system_monitoring|process_monitoring"
"update development settings",configuration,update_config,0.97,"system_info|service_management"
"backup /etc/nginx to /archive",automation,deploy_application,0.86,"service_management|disk_management|system_monitoring"
"list hosts in development",asset_management,get_credentials,0.88,"credential_access|secret_retrieval"
"update security settings for apache",configuration,modify_parameters,0.91,"system_info|service_management"
"get CPU metrics for 192.168.1.100",monitoring,get_metrics,0.89,"system_monitoring|memory_monitoring|disk_monitoring|process_monitoring"
"modify timeout in docker",configuration,change_settings,0.89,"system_info|service_management"
"configure mysql on 192.168.1.100",configuration,modify_parameters,0.86,"system_info|service_management|disk_management"
"get CPU metrics for 192.168.1.100",monitoring,check_health,0.9,"system_monitoring|service_management"
"count active servers",asset_management,asset_count,0.86,"asset_management|asset_query"
"start docker on prod-web-01",automation,emergency_response,0.83,"service_management|system_monitoring|process_management"
"calculate memory usage",information,list_resources,0.97,"resource_listing|system_info|infrastructure_info"
"update test settings",configuration,change_settings,0.93,"system_info|service_management"
"update mysql configuration",configuration,modify_parameters,0.93,"system_info|service_management"
"discover assets in 192.168.1.0/24",asset_management,query_assets,0.83,"asset_management|asset_query"
"what is the status of application",information,math,0.92,"system_info"
"restore /home/user from /snapshots/latest",automation,restore_data,0.85,"disk_management|system_info"
"list available servers",information,answer_question,0.86,"system_info"
"find asset by IP address",asset_management,get_credentials,0.93,"credential_access|secret_retrieval"
"modify timeout in docker",configuration,configure_service,0.88,"service_management|system_info"
"configure redis on 192.168.1.100",configuration,update_environment,0.94,"system_info|service_management|disk_management"
"explain SSL certificates",information,compute,0.9,"system_info"
"diagnose performance issues on prod-web-01",troubleshooting,fix_problem,0.75,"service_management|system_info|process_management"
"show dashboard for nginx",monitoring,get_metrics,0.87,"system_monitoring|memory_monitoring|disk_monitoring"
"change timeout to 8080",configuration,update_config,0.91,"system_info|service_management"
"analyze logs for out of memory",troubleshooting,debug_application,0.79,"process_monitoring|log_analysis|system_monitoring"
"change max_connections to 512MB",configuration,change_settings,0.85,"system_info|service_management"
"discover assets in 192.168.1.0/24",asset_management,query_assets,0.84,"asset_management|asset_query"
"find asset by hostname",asset_management,get_asset_info,0.77,"asset_management|asset_query"
"update security settings for redis",configuration,update_config,0.8,"system_info|service_management"
"monitor performance of prod-web-01",monitoring,check_alerts,0.81,"system_monitoring|log_analysis"
"get credentials for nginx",asset_management,get_asset,0.77,"asset_management|asset_query"
"view logs for postgresql",monitoring,check_health,0.97,"system_monitoring|service_management"
"restart postgresql service",automation,execute_command,0.94,"system_info|process_management"
"get CPU metrics for prod-web-01",monitoring,monitor_performance,0.78,"system_monitoring|memory_monitoring|process_monitoring"
"discover assets in 10.0.0.0/16",asset_management,get_asset,0.78,"asset_management|asset_query"
"search for db-primary",asset_management,list_hosts,0.76,"asset_management|resource_listing"
"check status of mysql",monitoring,get_metrics,0.95,"system_monitoring|memory_monitoring|disk_monitoring"
"deploy application to production",automation,execute_command,0.82,"system_info|process_management"
"analyze logs for out of memory",troubleshooting,diagnose_issue,0.84,"system_monitoring|log_analysis|process_monitoring"
"diagnose ssh issue",troubleshooting,debug_application,0.87,"process_monitoring|log_analysis|system_monitoring"
"fix connection issue on web-01",troubleshooting,investigate_error,0.96,"log_analysis|system_monitoring|process_monitoring"
"display contents of /etc/hostname",information,calculate,0.92,"system_info"
"search for load-balancer",asset_management,get_asset,0.85,"asset_management|asset_query"
"search for web-server",asset_management,count_assets,0.85,"asset_management|asset_query"
"describe web server",information,calculate,0.95,"system_info|infrastructure_info"
"show system info",information,show_examples,0.94,"system_info"
"diagnose postgresql issue",troubleshooting,check_connectivity,0.9,"network_testing|network_monitoring"
"execute df -h",automation,restore_data,0.94,"disk_management|system_info"
"diagnose redis issue",troubleshooting,diagnose_issue,0.86,"system_monitoring|log_analysis|process_monitoring|network_testing"
"execute ps aux",automation,stop_service,0.94,"service_management|system_monitoring"
"check health of API",monitoring,check_status,0.86,"system_monitoring|service_management"
"get configuration",information,get_status_info,0.84,"system_info|system_monitoring|resource_listing"
"start mysql on web-01",automation,restart_service,0.89,"service_management|system_monitoring"
"configure apache on server1",configuration,update_environment,0.91,"system_info|service_management"
"what is the status of application",information,explain_concept,0.85,"system_info|resource_listing"
"display contents of /proc/cpuinfo",information,compute,0.94,"system_info"
"deploy microservice to development",automation,restore_data,0.82,"disk_management|system_info|service_management"
"show documentation for nginx",information,describe_system,0.87,"system_info|infrastructure_info"
"deploy api to staging",automation,deploy_application,0.93,"service_management|disk_management|system_monitoring"
"count active servers",asset_management,asset_discovery,0.97,"asset_management|network_info|resource_listing"
"check connectivity to prod-web-01",troubleshooting,debug_application,0.86,"process_monitoring|log_analysis|system_monitoring|network_testing"
"deploy api to production",automation,deploy_application,0.98,"service_management|disk_management|system_monitoring"
"check status of mysql",monitoring,monitor_performance,0.83,"system_monitoring|memory_monitoring|process_monitoring"
"investigate 404 error in API",troubleshooting,diagnose_issue,0.84,"system_monitoring|log_analysis|process_monitoring"
"diagnose performance issues on prod-web-01",troubleshooting,diagnose_performance,0.88,"system_monitoring|memory_monitoring|process_monitoring"
"check connectivity to server1",troubleshooting,diagnose_issue,0.77,"system_monitoring|log_analysis|process_monitoring|network_testing"
"restore /var/www from /snapshots/latest",automation,backup_data,0.81,"disk_management|system_info"
"monitor performance of prod-web-01",monitoring,get_metrics,0.98,"system_monitoring|memory_monitoring|disk_monitoring"
"diagnose nginx issue",troubleshooting,investigate_error,0.78,"log_analysis|system_monitoring"
"investigate connection timeout in database",troubleshooting,analyze_logs,0.78,"log_analysis|text_search|process_monitoring"
"get information about load balancer",asset_management,query_assets,0.91,"asset_management|asset_query"
"list hosts in production",asset_management,search_assets,0.85,"asset_management|asset_query|resource_listing"
"get configuration",information,answer_question,0.94,"system_info"
"query assets in datacenter-1",asset_management,query_assets,0.93,"asset_management|asset_query"
"restore /var/www from /snapshots/latest",automation,emergency_response,0.79,"service_management|system_monitoring|process_management"
"debug API performance",troubleshooting,debug_application,0.95,"process_monitoring|log_analysis|system_monitoring|network_testing"
"stop postgresql",automation,emergency_response,0.92,"service_management|system_monitoring|process_management"
"display contents of /etc/hostname",information,get_status_info,0.92,"system_info|system_monitoring"
"start ssh on web-01",automation,run_script,0.93,"system_info|process_management"
"display contents of /proc/cpuinfo",information,show_examples,0.79,"system_info"
"query assets in on-premises",asset_management,get_credentials,0.79,"credential_access|secret_retrieval|asset_query"
"calculate memory usage",information,answer_question,0.94,"system_info|infrastructure_info"
"change timeout to 8080",configuration,update_environment,0.94,"system_info|service_management"
"show dashboard for docker",monitoring,view_dashboard,0.93,"system_monitoring|api_query"
"explain load balancing",information,explain_concept,0.75,"system_info|infrastructure_info"
"calculate disk space",information,calculate,0.97,"system_info|infrastructure_info"
"calculate memory usage",information,list_resources,0.76,"resource_listing|system_info"
"what is the status of application",information,show_documentation,0.95,"system_info"
"backup /var/log to /archive",automation,start_service,0.89,"service_management|system_monitoring|disk_management"
"list available credentials",asset_management,get_asset,0.89,"asset_management|asset_query"
